gameId,region,summonerName,tier,rank,wins,losses,win,lane,role,championId,spell1Id,spell2Id,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,totalDamageDealt,totalDamageDealtToChampions,totalHeal,totalUnitsHealed,damageDealtToObjectives,timeCCingOthers,totalDamageTaken,totalMinionsKilled,goldEarned,goldSpent,visionScore,team-firstBlood,team-firstTower,team-firstInhibitor,team-firstBaron,team-firstDragon,team-firstRiftHerald,team-towerKills,team-inhibitorKills,team-baronKills,team-dragonKills,team-vilemawKills,team-riftHeraldKills
5280147298,kr,AXT럭키,IRON,IV,50,98,True,MIDDLE,SOLO,245,4,14,9,9,18,4,2,2,293,1,0,0,0,22321,10090,5518,1,251,13,23914,7,13181,10800,0,False,True,True,False,False,False,4,2,0,0,0,0
5156355845,kr,카건우,IRON,IV,41,58,False,MIDDLE,SOLO,56,4,14,0,9,0,0,0,0,224,0,0,0,0,29931,4509,1354,1,0,52,14152,57,3961,1150,4,False,False,False,False,False,False,0,0,0,1,0,0
5259943334,kr,비빔밥은삶은계란,IRON,IV,21,37,True,NONE,DUO_SUPPORT,75,11,4,0,1,2,0,0,0,810,0,0,0,0,56200,1886,4638,1,3470,3,14770,3,4461,3350,5,False,True,False,False,True,False,3,0,0,2,0,0
5279818616,kr,욜만이,IRON,IV,126,163,False,TOP,DUO,517,12,4,2,10,7,0,1,0,383,0,0,0,0,144813,7243,2713,1,3253,9,33805,161,10502,10500,8,True,True,False,True,False,True,5,0,1,0,0,2
5260530986,kr,기요미 재형잉,IRON,IV,76,104,True,NONE,DUO_SUPPORT,238,14,4,22,4,9,8,3,4,318,2,1,0,0,58265,21147,741,1,4727,0,7103,54,10809,8525,9,True,True,True,False,False,True,11,3,0,0,0,1
5257742877,kr,옵치좋아,IRON,IV,54,64,True,TOP,SOLO,36,12,4,3,5,7,2,2,1,554,1,0,0,0,98513,21228,7493,1,10396,19,24454,119,9504,8950,6,False,True,True,False,True,True,10,2,0,3,0,1
5265318903,kr,당신의첫눈길이내게닿았을때,IRON,IV,82,103,True,TOP,SOLO,23,4,12,1,5,2,0,1,0,662,0,0,0,0,147093,8640,4932,1,17692,5,20707,183,9708,9430,22,True,False,True,False,True,True,9,2,0,4,0,1
5271796571,kr,인생에태클걸지마,IRON,IV,22,37,False,NONE,DUO,238,14,4,0,9,1,0,0,0,208,0,0,0,0,35670,10647,0,0,0,5,13035,58,3939,3600,12,False,False,False,False,True,False,0,0,0,1,0,0
5266365009,kr,Arandine,BRONZE,I,10,12,False,NONE,DUO_SUPPORT,122,6,4,0,3,0,0,0,0,211,0,0,0,0,19565,2395,946,1,931,4,5192,44,2833,1200,3,False,False,False,False,True,False,0,0,0,1,0,0
5279972425,kr,쮸녀기 여찡구,BRONZE,I,10,9,False,BOTTOM,DUO_SUPPORT,99,14,4,7,2,6,5,1,2,961,0,0,0,0,42926,17750,0,0,1631,61,7666,35,8776,8650,25,True,True,False,False,True,False,3,0,0,1,0,0
